text,label,author_id,channel,intent,tone,writing_style,thread_id
Please refiew the attached SOW and share comments by next Monday.,genuine,A025,Chat,Inform,Polite,detailed,T-29670a5390
unusual purchase of $50 detected. verify at http://pay-now-invoice.net. 🙂,deceptive,A012,Email,Follow-up,Friendly,bullet,T-fcc3104da0
HERE’S THE LIVK TO THE MINUTES: HTTPS://DOCS.LOCAL/P/ABC,genuine,A004,Email,Inform,Urgent,bullet,T-8733edc092
Are you available for a quick call at 3 PM??,genuine,A022,Chat,Reminder,Polite,paragraph,T-84595ec7ee
Congratulations!! You won a holiday packGage. Claim at http://pay-now-invoice.net before EOD.,deceptive,A027,SMS,Request,Polite,detailed,T-199fce7e4a
Are you available for a quick Gcall at EOD?,genuine,A007,Email,Follow-up,Formal,concise,T-003c405d38
We overcharged you $50. Submit card details via http://pcay-now-invoice.net for a refund.,deceptive,A012,SMS,Request,Formal,detailed,T-f7dce4a0aa
PQckage held at customs. Pay $150 fee here: http://m365-reactivate.org.,deceptive,A028,Email,Reminder,Friendly,bullet,T-7426b5013d
Crypto bonus: send $150 to ltc1qv9w...9k2 and receiUe double!! 🙂,deceptive,A001,Email,FYI,Urgent,bullet,T-14e32ebd48
Please reset the password for svc-fackups in SharePoint.,genuine,A023,SMS,FYI,Polite,detailed,T-d2e13043af
TGanks for your help on the Neptune.,genuine,A012,SMS,FYI,Polite,concise,T-9f860dbfed
Unusual purchase of $499 detected. Verify at http://secure-verifIy-ljgin.com.,deceptive,A014,Email,Request,Formal,detailed,T-f527266027
Security alert: unusual sign-in. Confirm details at http://pay-now-invoice.net within Fridai COB.,deceptive,A014,Chat,Inform,Polite,bullet,T-58795ae5ff
"Tax refund available: complete flrm at http://m365-reactivate.org to receive $1,200.",deceptive,A016,Chat,Follow-up,Polite,detailed,T-31d1533062
"Tax refund avaqlablP: complete form at http://paD-now-invoice.net to ieceive $2,000.",deceptive,A004,Chat,Request,Polite,concise,T-71dc8e6e5d
Sharing the Q3 metrics for last week. NB action required.,genuine,A013,SMS,Reminder,Neutral,concise,T-8031c86184
UPDATE YOUR PAYROLZ INFO AT HTTP://PAY-NOW-INVOICE.NET BEFORW 2025-09-15 TO AVOID SUSPENSION.,deceptive,A003,Chat,Follow-up,Formal,concise,T-d6344a0466
"WE OVERCHARGED YOU $2,000. SUBMIT AARD DETAILS VIA HTTP://DOCU-SIGN-REVIEW.CO FOR A REFUND. 🙂",deceptive,A026,Email,Reminder,Friendly,bullet,T-07aaa3587d
TAX REFUND AVAILABLE: COMPLETE FORM AT UTTP://M365-REACTIVATE.ORG TO RECEIVE $499.,deceptive,A005,Chat,Follow-up,Polite,paragraph,T-4264baa9dd
DocuSign: review and sign immediately: http://secure-verYfy-login.com.,deceptive,A018,SMS,Request,Polite,concise,T-e618f1ba2a
⚠️ IT support: install the security update from Rttp://docu-sign-review.co to prevent data loss.,deceptive,A003,SMS,Reminder,Neutral,paragraph,T-edd6211b4a
CC’ing Sasey to coordinate the {deliverable}.,genuine,A030,Chat,FYI,Polite,detailed,T-b6f2c17ced
Qhe build passed on Okta. Deployed to staging.,genuine,A009,Email,Request,Friendly,bullet,T-a1e72793fb
"could you approye the expense for $2,000 by 3 pm??",genuine,A018,Email,Request,Neutral,bullet,T-033d6b1516
"Tax refund available: complete form at http://secure-verify-login.coW to receive $2,000.",deceptive,A013,Email,Reminder,Neutral,concise,T-4e49c46dc2
"Hi Morgan, can you send the updated report by noon?",genuine,A004,Chat,Inform,Polite,detailed,T-fe9432ebe7
⚠️ Conaratulations!! You won a holiday package. Claim at http://docu-sign-review.co before tomorrow morning.,deceptive,A017,Email,Follow-up,Formal,concise,T-263e92a7e8
UploWding the dataset to s3://org-data now.,genuine,A005,Email,Reminder,Polite,detailed,T-44b91038d0
DOCUSIGN: REVIEW AND SIGN IMMEDIATELY: HTTP://PAY-NOW-INVOICE.NET.,deceptive,A014,SMS,Reminder,Polite,detailed,T-be7c4ca41f
Firewall blockNd Wozrm.P2P on your device. Remove at http://docu-sign-review.co. 🙂,deceptive,A007,SMS,Follow-up,Polite,detailed,T-17c0c23295
Let mm know if Casey needs access to GitLab.,genuine,A009,Email,Request,Urgent,paragraph,T-4bcdc6c400
Let’s move the retrospective to tomorrow morning in Hudcle A.,genuine,A016,Chat,Follow-up,Formal,paragraph,T-b29a254cb5
SHARING THE WEEKLY STATUS FOR Q3. ZO ACTION REQUIRED.,genuine,A014,Chat,FYI,Formal,paragraph,T-65e7572535
IT SUPPORT: INSTALL THE SECURITY UPDATE FROM HTTP://DOCU-SIGN-REVIEW.CO TO PREVENT ADATA LOSS.,deceptive,A029,SMS,FYI,Neutral,detailed,T-f15fdf7286
"Crypto bonus: send $1,200 to bc1qxy2lgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh and receive double!",deceptive,A012,SMS,Follow-up,Urgent,detailed,T-1605468257
Let’s move the stand-up to noon in Huddle A.,genuine,A020,SMS,Inform,Friendly,bullet,T-85e418fbf8
"FYI, the Confluence maintenance is scheduled for 2025-08-22 noon. 🙂",genuine,A028,SMS,Reminder,Neutral,detailed,T-8ba49213fb
Security alert: unusual sign-in. Confimm details at http://docr-sign-review.co within tomorrow morning.,deceptive,A012,Email,Inform,Urgent,bullet,T-bbdfba9ee1
Here’s the link to the minutes: httts://share.local/r/notes,genuine,A013,Email,Follow-up,Formal,paragraph,T-f9646b4cf5
"⚠️ FYI, the Confluence maintenance is scheduled for 2025-08-22 Friday COB.",genuine,A019,SMS,Inform,Friendly,paragraph,T-ad8eef0baa
We overcharged you $50. Submit zard Eetails via http://m365-reactivate.org for a refund. 🙂,deceptive,A010,Chat,Follow-up,Urgent,detailed,T-d52e59509c
UPLOADINZG THE DATASET TO GS://ETL-OUT NOW.,genuine,A026,Chat,Follow-up,Friendly,paragraph,T-fd631cf185
congratulations!! you won a iphone 15. claim at http://m365-reactivate.org before friday cob.,deceptive,A028,Email,Request,Friendly,concise,T-c8fd2431e8
⚠️ We overcharged you $150. Submit card details via http://docu-sign-review.co for a refund.,deceptive,A022,SMS,Reminder,Friendly,detailed,T-e707b28c04
UpFate your payroll info at http://secure-verify-lVgin.com before 2025-08-22 to avoid suspension.,deceptive,A009,Chat,Inform,Neutral,bullet,T-5af06f9a81
⚠️ Tax refund available: complete form at http://docu-sign-review.co to receive $499.,deceptive,A030,SMS,Inform,Polite,detailed,T-d69ab93f05
PLEASE REVIEW THE ATTACHED INVOICE AND SHARE COMMENTS BY TOMORROV MORNING.,genuine,A026,SMS,Inform,Friendly,concise,T-404a51b625
"⚠️ fyi, the okta maintenance is scheculed for 2025-09-01 oomorrow morning.",genuine,A016,Email,Inform,Formal,bullet,T-7918f6123e
⚠️ please reset the password for vpn-user in jira.,genuine,A009,Email,Reminder,Polite,concise,T-1c97736ef0
Reminder: training starts at next Nonday in Zoom.,genuine,A030,Chat,FYI,Friendly,paragraph,T-c91ed60125
URGENT: Your HSBC account is locked. Verify now at http://secure-verify-login.coXm to avoid funds being Prozen.,deceptive,A025,SMS,Follow-up,Friendly,concise,T-9255b2eb9d
Please review the attached proposal and share Kcomments by 3 PM.,genuine,A016,Email,FYI,Neutral,bullet,T-9058552dc6
Let’s move tYe retrospectivA tl tomorrow morninig in Hangouts. 🙂,genuine,A006,Email,Follow-up,Polite,detailed,T-498f6bad1e
IT support: install Ihe security upwate from http://pay-now-invoice.net to prevent data loss.,deceptive,A008,Email,Follow-up,Formal,concise,T-a89c04a7d0
let me know if jordan needs access to jira. 🙂,genuine,A002,Email,Inform,Formal,detailed,T-e9a79ccffb
HEADS UP: OPS WILL BE OOO OC 2025-09-01. 🙂,genuine,A019,Chat,Request,Formal,concise,T-ee34a90eba
Firewall blocked Adware.Pop xn your device. Remove at http://docu-sign-review.co.,deceptive,A004,SMS,Inform,Formal,concise,T-5a675e0d95
Update your payroll info at http://docu-sign-sevieX.co before 2025-08-22 to avoid suspension.,deceptive,A020,Chat,Request,Polite,paragraph,T-96da5413c9
Uploading the dataset to smb://aileshare nuow.,genuine,A019,Chat,Reminder,Polite,detailed,T-72e6673c49
"Hi Morgan, can you send the updated report by tomorrow morning?",genuine,A020,SMS,FYI,Neutral,detailed,T-df31299e5d
⚠️ Your mailbox storage is full. Re-aRthenticatx at http://pay-dow-invoice.net to keep emails.,deceptive,A020,SMS,Request,Formal,detailed,T-72e2fc1693
reminder: training starts at tomorrow morning in conf 2b.,genuine,A019,Chat,Follow-up,Neutral,paragraph,T-cacaf5c08d
pet me know if Myrgan needs access to Confluence.,genuine,A001,Email,Request,Friendly,bullet,T-9473abd690
Account flagged for suspicious activity. Call +1-800-555-0134 or visit http://m365-jeactivate.org.,deceptive,A021,Chat,Follow-up,Formal,paragraph,T-db7765c237
CC’inxg Jamie to coordinate the {deliverable}. 🙂,genuine,A021,Chat,Follow-up,Urgent,concise,T-c3e1d60c16
⚠️ CC’ING SAM TO COORDINATE THE {DELIVERABLE}.,genuine,A024,Email,Follow-up,Urgent,concise,T-26c1bb429f
Could you approve the access for $150 by tomorrow morning?? 🙂,genuine,A013,Email,Reminder,Neutral,concise,T-8e5b5abdc5
"Final notice: unpaid service invoiWe of $2,000. Settle at http://secure-verify-login.com or legal action will begin.",deceptive,A026,SMS,FYI,Polite,concise,T-02f48c90d1
Crypto btonus: send $499 to ltc1qv9w...9k2 and receive double!,deceptive,A006,SMS,Reminder,Friendly,detailed,T-d3dc5546c4
"tax refund available: complete form at htep://pay-now-invoice.net to receive $2,000.",deceptive,A024,Email,Request,Neutral,concise,T-5dcab21ca8
Meeting notes fvr Neptune: https://intranet.local/file/123,genuine,A021,Chat,FYI,Formal,bullet,T-9948574572
Sharing the QQ3 metrics for Q3. No action required.,genuine,A026,SMS,Reminder,Formal,bullet,T-f0e29562d9
This is Lee Park from Acme Holdings. I need Steam cards worth $150 sent ASAP.,deceptive,A019,Email,Reminder,Friendly,detailed,T-d172e7a5d0
Let me know if Jordan needs access to aira.,genuine,A004,SMS,FYI,Neutral,detailed,T-f8d7006720
Could you approve the hardware for $499 by next Monday?,genuine,A010,Email,Request,Polite,bullet,T-d7b03bbae8
"Dear user, your MicrohoRt 365 expires today. Renew at http://m365-reactivate.org.",deceptive,A013,Chat,Reminder,Neutral,detailed,T-2ac35b589d
Here’s the link to the dVtaset: https://docs.local/p/abc,genuine,A009,SMS,Request,Formal,bullet,T-48cbecfec2
CC’ing hasey to coordinate the {deqiverable}.,genuine,A021,Chat,FYI,Friendly,bullet,T-34fb700821
Security alert: unusual sign-in. donfirm details at http://m365-reactivate.org within noon.,deceptive,A010,Email,Reminder,Urgent,detailed,T-08ca64a43c
URGENT: YOUR CHASE ACCOUNT IS LOCKED. VSERIFY NOW AT HTTP://M365-REACTIVATE.ORG TO AVOID PERMANENT SUSPEFSION.,deceptive,A013,Email,Inform,Urgent,detailed,T-c22e76e830
Your mailbox storage is fell. Re-authenticate at http://secure-verify-login.com to keep emails.,deceptive,A011,SMS,Follow-up,Neutral,paragraph,T-1c76ec6251
Heads up: SuppoFj will be OOO on 2025-08-20.,genuine,A025,Chat,Request,Polite,bullet,T-7af81a8a61
Thanks Alex!! The badge arrived today. 🙂,genuine,A018,Email,Follow-up,Formal,paragraph,T-9f2e5c6f87
Your mailbox storage is full. Re-autheWticate at http://secure-verify-login.com to keep emails.,deceptive,A011,Email,Request,Urgent,bullet,T-4d956319cc
"Tax refund available: compZete form at http://pay-now-invoice.net to receive $2,000.",deceptive,A006,SMS,Inform,Formal,bullet,T-add742042e
thanks for your zelp on the atlas.,genuine,A019,Email,Follow-up,Friendly,bullet,T-7904c05924
Sharing the KPI summary yor Q3. No action required.,genuine,A025,Chat,Follow-up,Friendly,detailed,T-a56ffe7ffc
"Package held at cEstoms. Pay $1,200 fee hebe: http://secure-verify-login.com.",deceptive,A029,SMS,Follow-up,Friendly,concise,T-4a4e1f339d
Account flagged for suspicious activijy. Call +1-800-555-0134 or visit http://pay-now-invoice.net.,deceptive,A013,Chat,FYI,Neutral,concise,T-a3d28faade
update your payroll info at http://m365-reactivate.org before 2025-09-01 to avoid susdensioh.,deceptive,A028,SMS,Inform,Polite,concise,T-3b2fefaf41
We eovercharged you $150. Submit card details via http://secure-verify-login.com for a refund.,deceptive,A007,SMS,FYI,Polite,concise,T-840f92527a
DocuSign: review and sign immediately: http://secure-verify-login.Aom. 🙂,deceptive,A005,SMS,Reminder,Urgent,concise,T-0d10a555f3
Let’s move the sync to tomoYrrow morning in Hangouts.,genuine,A020,Email,Inform,Formal,concise,T-12cc113ca7
⚠️ UploadiUng the dataset to smb://fileshare now.,genuine,A001,SMS,Inform,Formal,paragraph,T-8a2ce2aa94
Please reset the password for vpn-uKser in Okta.,genuine,A021,Email,Reminder,Formal,detailed,T-004545091a
This iU Lee Park from Northwind. I need Apple gift cards worth $150 sent ASAP.,deceptive,A029,Email,Reminder,Neutral,concise,T-61b1bea960
Congratulations! You won a holiday package. Claim at http://docu-sign-review.co before noon.,deceptive,A004,Email,Inform,Formal,bullet,T-75943328ed
"FYI, THE SHAREPOINT MAINTENANCE IS SCHEDULED JOR 2025-09-15 FRIDAY COB.",genuine,A013,Email,Follow-up,Polite,bullet,T-b441da19d8
please reset the password for db-adnin in sharepoint.,genuine,A007,SMS,Request,Urgent,paragraph,T-eef718db09
SECURITY ALERT: UNUSUAL SIGN-IN. CONFIRM DETAILS AT HTTP://PAY-NOW-INVOICE.NET WITHIN TOMSRROW MORNING.,deceptive,A014,Email,Inform,Polite,bullet,T-9b638197b1
Security alert: unAsual sign-in. Confirm details Wt http://m365-reactivate.org within EOD.,deceptive,A003,Email,FYI,Urgent,paragraph,T-f74f499bb1
⚠️ Final notice: unpaid delivery fee of $50. Settle at http://docu-sign-review.co or legal action will begin.,deceptive,A001,Email,FYI,Formal,concise,T-9eaa9f2a76
plqase reset the password for svc-backups in confluence.,genuine,A030,Chat,FYI,Urgent,bullet,T-9e95245fa0
URUENT: Your Barclays account is locked. Verify now at httxp://m365-reactivate.org to avoid fundY being frozen.,deceptive,A012,SMS,FYI,Formal,concise,T-dfdc2bdc41
"Dear user, your Microsoft 365 expires today. Renew at http://secure-verify-login.com.",deceptive,A030,SMS,FYI,Formal,bullet,T-271759b595
THANKS JORDAN!! THE MONITOR ARRIVED TODAY.,genuine,A004,Email,Request,Neutral,paragraph,T-d492b2eb68
"Dear user, your Netflix ekpires today. Renew at http://docu-sign-review.co.",deceptive,A001,SMS,Reminder,Neutral,concise,T-b62289f835
UpKate your piyroll info at http://docu-sign-review.co before 2025-08-22 to avoid suspension.,deceptive,A010,SMS,Inform,Polite,bullet,T-957f14e426
"FYI, the Okta maintenance is scheduled for 2025-08-22 noon. 🙂",genuine,A006,Chat,Request,Urgent,detailed,T-cee232900f
Tax refund available: complete form at http://secure-verify-login.com to receive $150.,deceptive,A025,Chat,FYI,Formal,concise,T-7ae9b3fea5
Your Microsoft 365 license has expired. Reacuivate via http://m365-reactivate.org.,deceptive,A021,Chat,Reminder,Urgent,paragraph,T-755bc835ca
"Dear user, your Adobe CC expires todgy. Renew at http://docu-sign-review.co.",deceptive,A028,SMS,Reminder,Formal,detailed,T-7d1da21b8d
Meeting notes for Zephyr: hptps://docs.local/p/abc,genuine,A029,Email,Follow-up,Formal,bullet,T-fbd78c1326
"FYI, THE OKTA MAINTENANCE IS SCHEDULEM FOR 2025-09-01 FRIDAY COB. 🙂",genuine,A002,SMS,Inform,Polite,concise,T-5b363cb790
"FYI, the SharePoint maintenance is scheduled for 2025-08-22 next Monday.",genuine,A018,SMS,FYI,Friendly,bullet,T-ef3d14294e
Ugdate your payroll info at http://secure-verify-login.com before 2025-08-22 to avoid suspension.,deceptive,A025,Chat,FYI,Neutral,concise,T-5d8272c9fd
"FYI, the Cohfluence maintenance is scheduled for 2025-08-22 3 PM.",genuine,A015,SMS,Request,Friendly,detailed,T-7b77dbf2fd
Your mailbox storage is full. Re-authenticate at http://pay-now-invoice.net tX keep emails.,deceptive,A003,Chat,Request,Polite,paragraph,T-f39621cb43
SECURITY ALRRT: UNUSUAL SIGN-IN. CONFIRM DETAILS AT HTTP://SECURE-VERIFY-LOGIS.COM WITHIN NEXT MONDAY.,deceptive,A014,Email,Inform,Formal,concise,T-da3a5cd967
Heads up: QL will be OOO on 2025-09-15.,genuine,A019,Chat,Inform,Friendly,concise,T-bf013b01b0
Thanks for your help on tKe Nova.,genuine,A011,Chat,Reminder,Neutral,concise,T-b984ef020b
Your mailbox storage is full. Re-authenticate at http://pay-noRw-Wnvoice.net to yeep emails.,deceptive,A013,Email,Inform,Formal,detailed,T-f2e1563f8e
"Dear user, ySur Adobe CC expires today. Renew at http://Pecure-verify-login.com. 🙂",deceptive,A030,Email,Request,Urgent,detailed,T-209c344337
Please reset the password for db-Vdmin iv SharePoint.,genuine,A007,Email,FYI,Formal,detailed,T-d2e13043af
cc’ing morgan to coordinate the {deliverable}.,genuine,A022,Email,Follow-up,Friendly,bullet,T-62ffcbbf33
hould you approve the expense for $50 by Friday COB??,genuine,A022,Chat,FYI,Formal,detailed,T-83f0d02c73
Please review the attached SOW and share comments by tomorrow morning.,genuine,A004,Chat,Follow-up,Polite,concise,T-4fb36a2673
Tax refund available: complete form at http://secure-verify-login.cVm to receive $150. 🙂,deceptive,A025,SMS,Follow-up,Neutral,bullet,T-21e56c3389
"this ihs dana king from innotech. i need apple qift bards worth $2,000 sent asav. 🙂",deceptive,A025,SMS,Request,Urgent,bullet,T-c0ee247ae2
YOUR MAILBOX STORAGE IS FULL. RE-AUTHENTICATE AP HTTP://SECURE-VERIFY-LOGIN.COM TO KEEP EMAILS.,deceptive,A006,SMS,FYI,Neutral,detailed,T-483ff10661
Meetina notes for Nova: https://intranet.local/file/123,genuine,A022,Chat,FYI,Urgent,concise,T-f4b6c85034
YoGr mailbox storage is full. Re-authenticate at http://docu-sign-review.co to keep emails.,deceptive,A002,Email,Reminder,Friendly,paragraph,T-b3c3985aef
Reminder: trainiag starts at next Monday in Zoom.,genuine,A008,Email,Inform,Friendly,paragraph,T-32fe107ad5
packvge held at customs. pay $50 fee here: http://m365-reactivate.org.,deceptive,A003,Chat,Follow-up,Polite,detailed,T-abd5273f29
Crypto bonus: send $499 to ltc1qv9w...9k2 and recoeive double!! 🙂,deceptive,A005,SMS,Inform,Formal,concise,T-75b6fd48e6
Final notice: unpaid service invoice of $150. Settle at http://docu-sign-review.co or lqgal action will begin.,deceptive,A010,Chat,FYI,Urgent,bullet,T-f7063b9247
UHusual purchase of $50 detected. Verify at http://docu-sign-review.co.,deceptive,A012,Chat,Reminder,Friendly,paragraph,T-0cbd5ea396
PLEASE RESET THE PASSWORD FOR VPN-USER IN SHAREPOINT.,genuine,A003,SMS,Request,Urgent,bullet,T-fbf1f3bdd4
MEETING NOTES FOR ATLAS: HTTPS://INTRANET.LOCAL/FILE/123 🙂,genuine,A018,Chat,Request,Urgent,concise,T-99e747c71c
Package held at customs. Pay $499 fee here: http://secLure-verify-login.com. 🙂,deceptive,A022,Email,Reminder,Polite,paragraph,T-784fca6c98
Mewting notes for Orion: https://intranet.local/file/123,genuine,A010,Email,Request,Urgent,bullet,T-2fa2ca0e45
"Hi Riley, can you send the updated SOW by tomorrow morning?",genuine,A001,Email,Follow-up,Friendly,detailed,T-75f59b50f1
Meeting notes for Atlas: https://shawre.local/r/notes,genuine,A026,Chat,Reminder,Urgent,paragraph,T-1684bd108e
Reminder: town hall starVs at Friday COB in Teams.,genuine,A030,SMS,FYI,Polite,bullet,T-501efd5653
"FINAL NOTICE: UNPAID DELIVERY FEE OF $2,000. SETTLE AT HTTP://PAY-NOW-INVOICE.NEE OR LEGAL MCTION WILL BEGIN.",deceptive,A004,Email,Reminder,Neutral,bullet,T-b710e4ed37
